user_id,url,session_id,timestamp,page_views,session_length_seconds,is_bounce
u132,/pricing,sess_0223,2024-01-01 09:14:42,20,2083,0
u086,/pricing,sess_0224,2024-01-01 19:45:35,18,2420,0
u052,/privacy,sess_0225,2024-01-01 07:38:52,19,2505,0
u052,/cart,sess_0226,2024-01-01 02:02:37,7,2369,0
u146,/pricing,sess_0227,2024-01-01 01:21:17,1,342,1
u084,/pricing,sess_0228,2024-01-01 20:38:37,12,1340,0
u065,/cart,sess_0229,2024-01-01 19:07:08,11,858,0
u049,/terms,sess_0230,2024-01-01 16:51:21,4,1684,0
u019,/login,sess_0231,2024-01-01 07:37:32,6,630,0
u036,/about,sess_0232,2024-01-01 13:56:57,20,3156,0
u050,/faq,sess_0233,2024-01-01 09:44:22,9,120,0
u126,/home,sess_0234,2024-01-01 13:51:50,18,1992,0
u180,/faq,sess_0235,2024-01-01 01:28:33,6,2754,0
u137,/terms,sess_0236,2024-01-01 07:29:40,2,2183,0
u058,/product,sess_0237,2024-01-01 19:08:43,17,3565,0
u039,/pricing,sess_0238,2024-01-01 20:04:45,1,2165,1
u060,/product,sess_0239,2024-01-01 11:54:23,17,1060,0
u007,/search,sess_0240,2024-01-01 19:09:18,2,2608,0
u086,/signup,sess_0241,2024-01-01 08:09:16,8,1829,0
u197,/product,sess_0242,2024-01-01 19:40:02,2,1197,0
u062,/contact,sess_0243,2024-01-01 11:19:09,18,1786,0
u120,/privacy,sess_0244,2024-01-01 15:53:44,14,664,0
u181,/faq,sess_0245,2024-01-01 03:23:38,11,2094,0
u038,/pricing,sess_0246,2024-01-01 18:12:04,12,1700,0
u055,/login,sess_0247,2024-01-01 03:45:39,4,895,0
u044,/faq,sess_0248,2024-01-01 13:17:43,2,1831,0
u090,/terms,sess_0249,2024-01-01 01:29:56,20,1749,0
u004,/privacy,sess_0250,2024-01-01 09:25:35,5,110,0
u178,/blog,sess_0251,2024-01-01 15:03:03,20,1585,0
u143,/blog,sess_0252,2024-01-01 17:48:56,20,1301,0
u158,/signup,sess_0253,2024-01-01 08:02:53,17,3043,0
u113,/cart,sess_0254,2024-01-01 07:48:14,5,3073,0
u077,/search,sess_0255,2024-01-01 18:38:02,4,137,0
u024,/contact,sess_0256,2024-01-01 01:10:45,3,3075,0
u072,/about,sess_0257,2024-01-01 20:14:23,1,2761,1
u011,/faq,sess_0258,2024-01-01 04:55:05,11,1798,0
u124,/login,sess_0259,2024-01-01 23:14:28,7,3307,0
u147,/blog,sess_0260,2024-01-01 04:12:56,6,1180,0
u143,/home,sess_0261,2024-01-01 02:45:24,16,2238,0
u074,/search,sess_0262,2024-01-01 10:26:50,17,71,0
u076,/checkout,sess_0263,2024-01-01 20:13:00,2,517,0
u066,/faq,sess_0264,2024-01-01 01:32:34,19,1153,0
u015,/home,sess_0265,2024-01-01 16:54:55,10,592,0
u030,/signup,sess_0266,2024-01-01 13:17:05,11,2833,0
u184,/about,sess_0267,2024-01-01 14:24:07,19,1014,0
u138,/signup,sess_0268,2024-01-01 19:07:24,7,3034,0
u145,/contact,sess_0269,2024-01-01 02:00:43,4,2855,0
u116,/signup,sess_0270,2024-01-01 03:08:30,16,725,0
u093,/blog,sess_0271,2024-01-01 00:22:52,20,2293,0
u166,/faq,sess_0272,2024-01-01 04:52:18,7,998,0
u015,/contact,sess_0273,2024-01-01 12:47:46,8,3018,0
u052,/product,sess_0274,2024-01-01 17:07:37,9,1551,0
u149,/product,sess_0275,2024-01-01 16:08:21,16,1750,0
u093,/faq,sess_0276,2024-01-01 21:33:44,6,1090,0
u167,/faq,sess_0277,2024-01-01 08:29:24,1,1974,1
u142,/cart,sess_0278,2024-01-01 05:48:30,8,3553,0
u100,/search,sess_0279,2024-01-01 23:33:59,9,1971,0
u133,/privacy,sess_0280,2024-01-01 21:36:10,12,2336,0
u123,/product,sess_0281,2024-01-01 16:39:15,19,771,0
u163,/privacy,sess_0282,2024-01-01 09:24:52,19,1962,0
u047,/product,sess_0283,2024-01-01 07:33:53,14,1414,0
u052,/privacy,sess_0284,2024-01-01 11:51:01,10,3464,0
u036,/search,sess_0285,2024-01-01 19:05:50,7,2617,0
u026,/faq,sess_0286,2024-01-01 12:24:52,1,1091,1
u176,/search,sess_0287,2024-01-01 14:43:43,16,419,0
u011,/pricing,sess_0288,2024-01-01 06:03:04,14,1234,0
u166,/about,sess_0289,2024-01-01 04:23:37,2,1112,0
u006,/pricing,sess_0290,2024-01-01 19:38:34,17,840,0
u143,/login,sess_0291,2024-01-01 07:22:59,15,2949,0
u157,/blog,sess_0292,2024-01-01 11:46:08,6,1391,0
u130,/about,sess_0293,2024-01-01 23:58:08,7,261,0
u050,/terms,sess_0294,2024-01-01 02:59:33,12,1832,0
u169,/checkout,sess_0295,2024-01-01 18:47:40,17,1401,0
u018,/pricing,sess_0296,2024-01-01 15:21:17,17,2048,0
u186,/faq,sess_0297,2024-01-01 19:41:13,13,1620,0
u106,/login,sess_0298,2024-01-01 12:31:25,8,2283,0
u171,/search,sess_0299,2024-01-01 07:44:59,18,3593,0
u044,/contact,sess_0300,2024-01-01 14:08:42,9,3075,0
u169,/about,sess_0301,2024-01-01 15:27:14,15,1743,0
u190,/search,sess_0302,2024-01-01 07:05:12,15,1364,0
u167,/search,sess_0303,2024-01-01 03:58:36,11,2898,0
u128,/product,sess_0304,2024-01-01 14:04:04,4,2503,0
u156,/home,sess_0305,2024-01-01 08:58:11,8,928,0
u088,/contact,sess_0306,2024-01-01 00:25:58,9,1677,0
u075,/cart,sess_0307,2024-01-01 07:50:16,13,378,0
u187,/about,sess_0308,2024-01-01 12:37:26,20,1907,0
u186,/cart,sess_0309,2024-01-01 20:40:34,15,262,0
u105,/privacy,sess_0310,2024-01-01 22:40:24,9,2943,0
u129,/cart,sess_0311,2024-01-01 00:34:47,20,230,0
u145,/product,sess_0312,2024-01-01 14:29:05,2,2351,0
u174,/signup,sess_0313,2024-01-01 00:20:02,15,1221,0
u194,/home,sess_0314,2024-01-01 13:34:31,10,2583,0
u165,/faq,sess_0315,2024-01-01 17:13:55,1,1873,1
u152,/pricing,sess_0316,2024-01-01 18:48:14,6,2889,0
u053,/signup,sess_0317,2024-01-01 03:09:23,20,1855,0
u064,/login,sess_0318,2024-01-01 01:09:40,9,1067,0
u120,/cart,sess_0319,2024-01-01 19:11:32,12,1087,0
u003,/terms,sess_0320,2024-01-01 09:34:15,10,3350,0
u080,/pricing,sess_0321,2024-01-01 16:56:21,18,3336,0
u145,/checkout,sess_0322,2024-01-01 14:17:41,9,3307,0
u043,/cart,sess_0323,2024-01-01 04:40:16,6,808,0
u101,/cart,sess_0324,2024-01-01 20:49:50,7,2346,0
u192,/product,sess_0325,2024-01-01 03:28:17,15,501,0
u141,/signup,sess_0326,2024-01-01 04:40:02,11,664,0
u083,/faq,sess_0327,2024-01-01 18:11:22,16,1475,0
u195,/terms,sess_0328,2024-01-01 18:06:10,9,2691,0
u149,/privacy,sess_0329,2024-01-01 01:36:47,17,1174,0
u076,/faq,sess_0330,2024-01-01 22:46:02,17,261,0
u091,/faq,sess_0331,2024-01-01 04:51:53,12,306,0
u003,/checkout,sess_0332,2024-01-01 02:54:55,14,2942,0
u044,/signup,sess_0333,2024-01-01 00:21:28,18,3440,0
u116,/login,sess_0334,2024-01-01 15:04:35,2,1185,0
u091,/checkout,sess_0335,2024-01-01 22:12:00,10,3173,0
u096,/login,sess_0336,2024-01-01 10:34:13,19,237,0
u074,/signup,sess_0337,2024-01-01 09:53:01,1,574,1
u178,/pricing,sess_0338,2024-01-01 00:22:54,19,2129,0
u047,/search,sess_0339,2024-01-01 12:47:13,13,3032,0
u092,/login,sess_0340,2024-01-01 14:35:20,8,2924,0
u187,/cart,sess_0341,2024-01-01 00:26:24,19,1210,0
u105,/checkout,sess_0342,2024-01-01 00:00:17,12,1858,0
u033,/contact,sess_0343,2024-01-01 15:59:46,17,1083,0
u118,/signup,sess_0344,2024-01-01 06:18:42,2,1580,0
u087,/faq,sess_0345,2024-01-01 18:09:11,10,1400,0
u030,/terms,sess_0346,2024-01-01 08:01:31,15,1390,0
u186,/product,sess_0347,2024-01-01 05:56:45,10,2105,0
u011,/privacy,sess_0348,2024-01-01 05:16:06,5,672,0
u045,/login,sess_0349,2024-01-01 14:15:22,16,2279,0
u050,/blog,sess_0350,2024-01-01 12:44:57,2,1203,0
u053,/blog,sess_0351,2024-01-01 09:31:02,13,875,0
u162,/home,sess_0352,2024-01-01 16:45:21,7,517,0
u053,/about,sess_0353,2024-01-01 04:55:36,19,295,0
u030,/login,sess_0354,2024-01-01 02:47:48,20,1256,0
u019,/blog,sess_0355,2024-01-01 02:35:26,4,3005,0
u043,/product,sess_0356,2024-01-01 14:37:09,20,39,0
u180,/blog,sess_0357,2024-01-01 20:12:03,17,3525,0
u137,/product,sess_0358,2024-01-01 15:57:11,4,120,0
u049,/cart,sess_0359,2024-01-01 23:19:59,20,1471,0
u115,/checkout,sess_0360,2024-01-01 14:50:08,20,3261,0
u074,/pricing,sess_0361,2024-01-01 04:48:35,16,797,0
u100,/login,sess_0362,2024-01-01 01:39:24,18,3372,0
u100,/privacy,sess_0363,2024-01-01 15:45:11,16,284,0
u147,/checkout,sess_0364,2024-01-01 08:46:24,13,3239,0
u088,/contact,sess_0365,2024-01-01 20:19:55,8,2740,0
u082,/login,sess_0366,2024-01-01 00:01:13,1,2857,1
u142,/search,sess_0367,2024-01-01 20:43:18,11,495,0
u181,/blog,sess_0368,2024-01-01 00:05:23,20,802,0
u071,/pricing,sess_0369,2024-01-01 09:11:39,8,876,0
u160,/login,sess_0370,2024-01-01 06:19:16,20,2596,0
u057,/checkout,sess_0371,2024-01-01 21:22:46,11,338,0
u166,/home,sess_0372,2024-01-01 06:07:12,12,569,0
u101,/product,sess_0373,2024-01-01 17:45:05,15,2697,0
u185,/signup,sess_0374,2024-01-01 22:33:12,5,2654,0
u077,/faq,sess_0375,2024-01-01 23:03:14,7,319,0
u053,/search,sess_0376,2024-01-01 16:59:43,10,2452,0
u183,/terms,sess_0377,2024-01-01 10:27:07,6,1969,0
u131,/home,sess_0378,2024-01-01 04:57:13,14,23,0
u042,/signup,sess_0379,2024-01-01 18:07:20,9,3559,0
u119,/home,sess_0380,2024-01-01 02:10:44,13,1964,0
u076,/privacy,sess_0381,2024-01-01 20:47:56,2,1611,0
u154,/terms,sess_0382,2024-01-01 21:06:36,6,2692,0
u076,/privacy,sess_0383,2024-01-01 05:30:39,7,2582,0
u175,/login,sess_0384,2024-01-01 14:01:07,15,1027,0
u171,/home,sess_0385,2024-01-01 20:29:25,12,1530,0
u068,/contact,sess_0386,2024-01-01 00:47:17,3,1924,0
u086,/product,sess_0387,2024-01-01 17:34:03,3,532,0
u152,/product,sess_0388,2024-01-01 02:38:33,10,1682,0
u195,/home,sess_0389,2024-01-01 11:59:03,2,557,0
u014,/checkout,sess_0390,2024-01-01 02:39:35,2,2959,0
u044,/checkout,sess_0391,2024-01-01 18:43:33,8,2895,0
u079,/checkout,sess_0392,2024-01-01 06:03:53,4,169,0
u110,/search,sess_0393,2024-01-01 23:03:38,10,75,0
u043,/signup,sess_0394,2024-01-01 07:09:31,13,280,0
u065,/product,sess_0395,2024-01-01 07:41:12,10,3167,0
u147,/faq,sess_0396,2024-01-01 18:19:08,4,1905,0
u152,/checkout,sess_0397,2024-01-01 19:46:40,6,782,0
u112,/privacy,sess_0398,2024-01-01 21:09:53,13,1983,0
u083,/privacy,sess_0399,2024-01-01 12:43:54,8,1950,0
u073,/product,sess_0400,2024-01-01 22:41:47,4,859,0
u107,/home,sess_0401,2024-01-01 19:27:00,6,935,0
u198,/terms,sess_0402,2024-01-01 14:44:44,7,492,0
u177,/product,sess_0403,2024-01-01 23:25:41,10,668,0
u024,/pricing,sess_0404,2024-01-01 03:55:29,16,1326,0
u183,/home,sess_0405,2024-01-01 20:20:38,16,1555,0
u091,/terms,sess_0406,2024-01-01 12:33:03,18,3009,0
u197,/home,sess_0407,2024-01-01 06:36:07,5,3454,0
u162,/checkout,sess_0408,2024-01-01 15:14:48,13,1736,0
u096,/search,sess_0409,2024-01-01 04:43:04,3,1540,0
u114,/product,sess_0410,2024-01-01 16:45:27,18,1950,0
u105,/terms,sess_0411,2024-01-01 16:37:31,9,1802,0
u192,/faq,sess_0412,2024-01-01 22:10:41,8,1477,0
u093,/cart,sess_0413,2024-01-01 14:30:32,4,3495,0
u045,/search,sess_0414,2024-01-01 10:19:53,5,2724,0
u140,/pricing,sess_0415,2024-01-01 11:36:09,17,1736,0
u181,/home,sess_0416,2024-01-01 20:29:55,5,3062,0
u156,/checkout,sess_0417,2024-01-01 13:20:12,10,1598,0
u087,/terms,sess_0418,2024-01-01 23:19:21,6,3294,0
u188,/terms,sess_0419,2024-01-01 16:48:50,17,1850,0
u057,/faq,sess_0420,2024-01-01 22:59:32,8,2445,0
u193,/privacy,sess_0421,2024-01-01 13:03:14,8,3064,0
u132,/signup,sess_0422,2024-01-01 21:42:03,2,2664,0
u065,/cart,sess_0423,2024-01-01 17:14:43,5,393,0
u024,/pricing,sess_0424,2024-01-01 11:14:59,6,3101,0
u146,/terms,sess_0425,2024-01-01 10:02:05,20,2501,0
u132,/blog,sess_0426,2024-01-01 02:06:57,7,1975,0
u064,/about,sess_0427,2024-01-01 15:40:31,17,2569,0
